z,RA,Dec,Chi,dl_FLRW,dl_Lan,rel_Corr
0.05,150.0,-50.0,148.13724698004881,155.54410932905125,155.14499955011786,-0.002565894527635829
0.05,150.0,-45.0,148.13724698004881,155.54410932905125,155.18289410692,-0.0023222687357905515
0.05,150.0,-40.0,148.13724698004881,155.54410932905125,155.25458341919463,-0.0018613749572742003
0.05,150.0,-35.0,148.13724698004881,155.54410932905125,155.36214869878185,-0.0011698329885605856
0.05,150.0,-30.0,148.13724698004881,155.54410932905125,155.50615898679433,-0.00024398443901614742
0.05,150.0,-25.0,148.13724698004881,155.54410932905125,155.68440191799513,0.000901947296808801
0.05,150.0,-20.0,148.13724698004881,155.54410932905125,155.89058056764654,0.0022274790095863843
0.05,150.0,-15.0,148.13724698004881,155.54410932905125,156.11381135739143,0.003662639689780779
0.05,150.0,-10.0,148.13724698004881,155.54410932905125,156.3398606345491,0.005115920550963672
0.05,150.0,-5.0,148.13724698004881,155.54410932905125,156.55409830280826,0.006493264052966406
0.05,150.0,0.0,148.13724698004881,155.54410932905125,156.74467228147168,0.007718472641613626
0.05,150.0,5.0,148.13724698004881,155.54410932905125,156.9041712578119,0.00874389865760488
0.05,150.0,10.0,148.13724698004881,155.54410932905125,157.02939606922823,0.009548974542230118
0.05,150.0,15.0,148.13724698004881,155.54410932905125,157.12011022758156,0.010132179902720166
0.05,150.0,20.0,148.13724698004881,155.54410932905125,157.17773579715356,0.010502657253617948
0.05,150.0,25.0,148.13724698004881,155.54410932905125,157.20443763044005,0.01067432452794732
0.05,150.0,30.0,148.13724698004881,155.54410932905125,157.20261754296425,0.010662623104578436
0.05,150.0,35.0,148.13724698004881,155.54410932905125,157.1746887211854,0.010483067466635151
0.05,150.0,40.0,148.13724698004881,155.54410932905125,157.12300259351088,0.010150775051978995
0.05,150.0,45.0,148.13724698004881,155.54410932905125,157.04984393043893,0.009680434751806109
0.05,150.0,50.0,148.13724698004881,155.54410932905125,156.95744856488437,0.009086420835412227
0.05,150.0,55.0,148.13724698004881,155.54410932905125,156.8480227722652,0.00838291754563055
0.05,150.0,60.0,148.13724698004881,155.54410932905125,156.72375693513925,0.007584006949388598
0.05,150.0,65.0,148.13724698004881,155.54410932905125,156.58683295939767,0.006703716616747935
0.05,150.0,70.0,148.13724698004881,155.54410932905125,156.4394281041533,0.00575604424342445
0.05,150.0,75.0,148.13724698004881,155.54410932905125,156.28371927721807,0.004754985266604924
0.05,150.0,80.0,148.13724698004881,155.54410932905125,156.1218924804309,0.0037145935893806996
0.05,150.0,85.0,148.13724698004881,155.54410932905125,155.95616260339207,0.002649108835546685
0.05,160.0,-90.0,148.13724698004881,155.54410932905125,155.75037939679618,0.001326119443768663
0.05,160.0,-85.0,148.13724698004881,155.54410932905125,155.6109361418471,0.00042963255300448064
0.05,160.0,-80.0,148.13724698004881,155.54410932905125,155.48517055914292,-0.0003789199742927032
0.05,160.0,-75.0,148.13724698004881,155.54410932905125,155.3753700852385,-0.0010848321067292185
0.05,160.0,-70.0,148.13724698004881,155.54410932905125,155.2840609021368,-0.001671862907802692
0.05,160.0,-65.0,148.13724698004881,155.54410932905125,155.21408311450918,-0.0021217532182070775
0.05,160.0,-60.0,148.13724698004881,155.54410932905125,155.16865566616153,-0.002413808304983548
0.05,160.0,-55.0,148.13724698004881,155.54410932905125,155.1513974483233,-0.0025247621553906247
0.05,160.0,-50.0,148.13724698004881,155.54410932905125,155.16623749647255,-0.0024293548255133177
0.05,160.0,-45.0,148.13724698004881,155.54410932905125,155.21709573898028,-0.002102384921432027
0.05,160.0,-40.0,148.13724698004881,155.54410932905125,155.307163729012,-0.0015233338058337782
0.05,160.0,-35.0,148.13724698004881,155.54410932905125,155.43763707930617,-0.0006845148312228049
0.05,160.0,-30.0,148.13724698004881,155.54410932905125,155.60600854831088,0.0003979528349009428
0.05,160.0,-25.0,148.13724698004881,155.54410932905125,155.8046356269022,0.0016749351613169429
0.05,160.0,-20.0,148.13724698004881,155.54410932905125,156.02086279042294,0.003065069216881278
0.05,160.0,-15.0,148.13724698004881,155.54410932905125,156.2394680635482,0.004470492244909969
0.05,160.0,-10.0,148.13724698004881,155.54410932905125,156.44637960344477,0.005800735741684569
0.05,160.0,-5.0,148.13724698004881,155.54410932905125,156.63142563116432,0.006990404887740826
0.05,160.0,0.0,148.13724698004881,155.54410932905125,156.78892643456194,0.008002984560973082
0.05,160.0,5.0,148.13724698004881,155.54410932905125,156.91672092886364,0.008824581051209259
0.05,160.0,10.0,148.13724698004881,155.54410932905125,157.01479518803725,0.009455104827369384
0.05,160.0,15.0,148.13724698004881,155.54410932905125,157.08420594877578,0.009901349696673327
0.05,160.0,20.0,148.13724698004881,155.54410932905125,157.12644088850718,0.010172880003501326
0.05,160.0,25.0,148.13724698004881,155.54410932905125,157.14311021065507,0.010280047817311651
0.05,160.0,30.0,148.13724698004881,155.54410932905125,157.1358311579022,0.010233250463273467
0.05,160.0,35.0,148.13724698004881,155.54410932905125,157.10620592927023,0.010042788550188005
0.05,160.0,40.0,148.13724698004881,155.54410932905125,157.05583571949978,0.009718956230290178
0.05,160.0,45.0,148.13724698004881,155.54410932905125,156.98634225665467,0.009272179665463025
0.05,160.0,50.0,148.13724698004881,155.54410932905125,156.8993846114797,0.008713125095347564
0.05,160.0,55.0,148.13724698004881,155.54410932905125,156.7966676815172,0.008052753382104327
0.05,160.0,60.0,148.13724698004881,155.54410932905125,156.67994308184828,0.007302325737030703
0.05,160.0,65.0,148.13724698004881,155.54410932905125,156.55100527765973,0.006473378856658597
0.05,160.0,70.0,148.13724698004881,155.54410932905125,156.41168681373264,0.005577694252927455
0.05,160.0,75.0,148.13724698004881,155.54410932905125,156.26385707791556,0.0046272903034964355
0.05,160.0,80.0,148.13724698004881,155.54410932905125,156.10942961082594,0.0036344692461400658
0.05,160.0,85.0,148.13724698004881,155.54410932905125,155.95038393014454,0.0026119574881090526
0.05,170.0,-90.0,148.13724698004881,155.54410932905125,155.75037939679618,0.0013261194437684985
0.05,170.0,-85.0,148.13724698004881,155.54410932905125,155.6190911048438,0.0004820611729752691
0.05,170.0,-80.0,148.13724698004881,155.54410932905125,155.49872474320574,-0.0002917795218428999
0.05,170.0,-75.0,148.13724698004881,155.54410932905125,155.39200707348442,-0.00097787216901325
0.05,170.0,-70.0,148.13724698004881,155.54410932905125,155.30207983689868,-0.001556018374444217
0.05,170.0,-65.0,148.13724698004881,155.54410932905125,155.23262626824211,-0.0020025384577579495
0.05,170.0,-60.0,148.13724698004881,155.54410932905125,155.18797657302252,-0.002289593335066946
0.05,170.0,-55.0,148.13724698004881,155.54410932905125,155.1731128897425,-0.0023851526162517738
0.05,170.0,-50.0,148.13724698004881,155.54410932905125,155.19341044945858,-0.0022546587016727773
0.05,170.0,-45.0,148.13724698004881,155.54410932905125,155.25384683977512,-0.0018661104591372738
0.05,170.0,-40.0,148.13724698004881,155.54410932905125,155.35740312319538,-0.0012003425051661724
0.05,170.0,-35.0,148.13724698004881,155.54410932905125,155.50276065240433,-0.00026583248202251167
0.05,170.0,-30.0,148.13724698004881,155.54410932905125,155.68237477739942,0.0008889147197189009
0.05,170.0,-25.0,148.13724698004881,155.54410932905125,155.8828181427653,0.00217757403462649
0.05,170.0,-20.0,148.13724698004881,155.54410932905125,156.0881675401941,0.003497774447966333
0.05,170.0,-15.0,148.13724698004881,155.54410932905125,156.28443626432093,0.004759594808592228
0.05,170.0,-10.0,148.13724698004881,155.54410932905125,156.46216564935472,0.0059022249332587465
0.05,170.0,-5.0,148.13724698004881,155.54410932905125,156.61642219578403,0.006893947134084831
0.05,170.0,0.0,148.13724698004881,155.54410932905125,156.7454368777531,0.007723388265128308
0.05,170.0,5.0,148.13724698004881,155.54410932905125,156.8491844163019,0.008390385806831074
0.05,170.0,10.0,148.13724698004881,155.54410932905125,156.92842159578947,0.008899805159510873
0.05,170.0,15.0,148.13724698004881,155.54410932905125,156.98417620659006,0.009258254033216907
0.05,170.0,20.0,148.13724698004881,155.54410932905125,157.01752787015954,0.009472673362327622
0.05,170.0,25.0,148.13724698004881,155.54410932905125,157.02954251175126,0.009549916027726833
0.05,170.0,30.0,148.13724698004881,155.54410932905125,157.02127496980142,0.009496763632657078
0.05,170.0,35.0,148.13724698004881,155.54410932905125,156.9937945716872,0.009320090930407258
0.05,170.0,40.0,148.13724698004881,155.54410932905125,156.94821232015178,0.00902704060704841
0.05,170.0,45.0,148.13724698004881,155.54410932905125,156.8857009380881,0.008625152150241323
0.05,170.0,50.0,148.13724698004881,155.54410932905125,156.8075053732664,0.008122429384596232
0.05,170.0,55.0,148.13724698004881,155.54410932905125,156.7149445243888,0.007527351568555174
0.05,170.0,60.0,148.13724698004881,155.54410932905125,156.60940654352916,0.006848843193568357
0.05,170.0,65.0,148.13724698004881,155.54410932905125,156.49234092381192,0.006096223115429594
0.05,170.0,70.0,148.13724698004881,155.54410932905125,156.3652511386666,0.005279157231716288
0.05,170.0,75.0,148.13724698004881,155.54410932905125,156.22969216196947,0.004407642538669612
0.05,170.0,80.0,148.13724698004881,155.54410932905125,156.08727806806823,0.00349205599209104
0.05,170.0,85.0,148.13724698004881,155.54410932905125,155.93970649155347,0.002543311760301467
0.05,180.0,-90.0,148.13724698004881,155.54410932905125,155.75037939679618,0.0013261194437684985
0.05,180.0,-85.0,148.13724698004881,155.54410932905125,155.63124595839318,0.0005602052672891431
0.05,180.0,-80.0,148.13724698004881,155.54410932905125,155.51981011431198,-0.0001562207327818009
0.05,180.0,-75.0,148.13724698004881,155.54410932905125,155.4189276181503,-0.0008047987894941874
0.05,180.0,-70.0,148.13724698004881,155.54410932905125,155.33206603859767,-0.0013632357494490581
0.05,180.0,-65.0,148.13724698004881,155.54410932905125,155.26351588568653,-0.0018039477327369423
0.05,180.0,-60.0,148.13724698004881,155.54410932905125,155.21857792188226,-0.002092855901603731
0.05,180.0,-55.0,148.13724698004881,155.54410932905125,155.2035684194629,-0.002189352660523726
0.05,180.0,-50.0,148.13724698004881,155.54410932905125,155.22530222697702,-0.002049625044943317
0.05,180.0,-45.0,148.13724698004881,155.54410932905125,155.28954540823898,-0.0016366027740320967
0.05,180.0,-40.0,148.13724698004881,155.54410932905125,155.398192815019,-0.0009381037614453941
0.05,180.0,-35.0,148.13724698004881,155.54410932905125,155.54622728004153,1.3616401157337247e-05
0.05,180.0,-30.0,148.13724698004881,155.54410932905125,155.72116511337143,0.001138299515705801
0.05,180.0,-25.0,148.13724698004881,155.54410932905125,155.90669421541017,0.0023310743680551196
0.05,180.0,-20.0,148.13724698004881,155.54410932905125,156.08810914403773,0.0034973990164786904
0.05,180.0,-15.0,148.13724698004881,155.54410932905125,156.25552229611017,0.00457370562040348
0.05,180.0,-10.0,148.13724698004881,155.54410932905125,156.40384358231648,0.005527269769159026
0.05,180.0,-5.0,148.13724698004881,155.54410932905125,156.53120956115848,0.006346111314437577
0.05,180.0,0.0,148.13724698004881,155.54410932905125,156.63744328868927,0.007029092675731517
0.05,180.0,5.0,148.13724698004881,155.54410932905125,156.7230722618354,0.007579605154252912
0.05,180.0,10.0,148.13724698004881,155.54410932905125,156.7888351359403,0.008002397598072057
0.05,180.0,15.0,148.13724698004881,155.54410932905125,156.83548290408325,0.008302298175111947
0.05,180.0,20.0,148.13724698004881,155.54410932905125,156.8637268135605,0.008483879525888027
0.05,180.0,25.0,148.13724698004881,155.54410932905125,156.87424860592725,0.008551524597193993
0.05,180.0,30.0,148.13724698004881,155.54410932905125,156.86773092773706,0.008509622154097323
0.05,180.0,35.0,148.13724698004881,155.54410932905125,156.84488871316935,0.008362768540249524
0.05,180.0,40.0,148.13724698004881,155.54410932905125,156.8064937329867,0.008115925504224105
0.05,180.0,45.0,148.13724698004881,155.54410932905125,156.75338995404957,0.007774518946520139
0.05,180.0,50.0,148.13724698004881,155.54410932905125,156.68649996540995,0.007344480233204965
0.05,180.0,55.0,148.13724698004881,155.54410932905125,156.60682403583104,0.006832240136665195
0.05,180.0,60.0,148.13724698004881,155.54410932905125,156.5154340958257,0.006244690145864722
0.05,180.0,65.0,148.13724698004881,155.54410932905125,156.4134654356052,0.0055891290920881635
0.05,180.0,70.0,148.13724698004881,155.54410932905125,156.3021093923762,0.00487321613524685
0.05,180.0,75.0,148.13724698004881,155.54410932905125,156.18261097374833,0.004104955484661555
0.05,180.0,80.0,148.13724698004881,155.54410932905125,156.05627652300413,0.003292745679422638
0.05,180.0,85.0,148.13724698004881,155.54410932905125,155.92449865910288,0.0024455399287859397
0.05,190.0,-90.0,148.13724698004881,155.54410932905125,155.75037939679618,0.0013261194437684985
0.05,190.0,-85.0,148.13724698004881,155.54410932905125,155.64718005846254,0.000662646305642128
0.05,190.0,-80.0,148.13724698004881,155.54410932905125,155.5483764586574,2.7433566109038343e-05
0.05,190.0,-75.0,148.13724698004881,155.54410932905125,155.45658933458137,-0.0005626699387550406
0.05,190.0,-70.0,148.13724698004881,155.54410932905125,155.37519429260382,-0.0010859622853996254
0.05,190.0,-65.0,148.13724698004881,155.54410932905125,155.30864233021012,-0.001513827812938841
0.05,190.0,-60.0,148.13724698004881,155.54410932905125,155.2627823606586,-0.0018086635977805647
0.05,190.0,-55.0,148.13724698004881,155.54410932905125,155.2449299878788,-0.001923437296744679
0.05,190.0,-50.0,148.13724698004881,155.54410932905125,155.26308684335166,-0.0018067060649985902
0.05,190.0,-45.0,148.13724698004881,155.54410932905125,155.32349083937888,-0.0014183660867906386
0.05,190.0,-40.0,148.13724698004881,155.54410932905125,155.42656746144536,-0.0007556818970059941
0.05,190.0,-35.0,148.13724698004881,155.54410932905125,155.56398508972407,0.00012778214976170486
0.05,190.0,-30.0,148.13724698004881,155.54410932905125,155.72063705113814,0.0011349045801114115
0.05,190.0,-25.0,148.13724698004881,155.54410932905125,155.88078864924313,0.0021645263304677464
0.05,190.0,-20.0,148.13724698004881,155.54410932905125,156.03301068946058,0.0031431686003297547
0.05,190.0,-15.0,148.13724698004881,155.54410932905125,156.17109207949545,0.004030900000962714
0.05,190.0,-10.0,148.13724698004881,155.54410932905125,156.29253416792596,0.004811656591195025
0.05,190.0,-5.0,148.13724698004881,155.54410932905125,156.39680823342673,0.005482039198100312
0.05,190.0,0.0,148.13724698004881,155.54410932905125,156.48421089986962,0.006043954829749265
0.05,190.0,5.0,148.13724698004881,155.54410932905125,156.5552867970612,0.006500904935402085
0.05,190.0,10.0,148.13724698004881,155.54410932905125,156.6105926661133,0.00685646882843955
0.05,190.0,15.0,148.13724698004881,155.54410932905125,156.65062944006914,0.007113867029686515
0.05,190.0,20.0,148.13724698004881,155.54410932905125,156.6758456720169,0.007275983306905326
0.05,190.0,25.0,148.13724698004881,155.54410932905125,156.68666554463974,0.007345544749440942
0.05,190.0,30.0,148.13724698004881,155.54410932905125,156.68352069332968,0.007325326360434612
0.05,190.0,35.0,148.13724698004881,155.54410932905125,156.6668773890097,0.00721832581639752
0.05,190.0,40.0,148.13724698004881,155.54410932905125,156.63725620104597,0.007027889880948134
0.05,190.0,45.0,148.13724698004881,155.54410932905125,156.59524375914805,0.006757790022591863
0.05,190.0,50.0,148.13724698004881,155.54410932905125,156.5414973952331,0.006412252257473122
0.05,190.0,55.0,148.13724698004881,155.54410932905125,156.47674405290027,0.005995950138336887
0.05,190.0,60.0,148.13724698004881,155.54410932905125,156.40177524924974,0.005513972363840014
0.05,190.0,65.0,148.13724698004881,155.54410932905125,156.31744023305987,0.004971778792166513
0.05,190.0,70.0,148.13724698004881,155.54410932905125,156.22463993640872,0.0043751615557348494
0.05,190.0,75.0,148.13724698004881,155.54410932905125,156.12432503860651,0.0037302326141314996
0.05,190.0,80.0,148.13724698004881,155.54410932905125,156.01750274946224,0.003043467364035789
0.05,190.0,85.0,148.13724698004881,155.54410932905125,155.90525930757988,0.002321849281766355
0.05,200.0,-90.0,148.13724698004881,155.54410932905125,155.75037939679618,0.0013261194437684985
0.05,200.0,-85.0,148.13724698004881,155.54410932905125,155.66655769953434,0.0007872260223243921
0.05,200.0,-80.0,148.13724698004881,155.54410932905125,155.58419280178978,0.0002576984297985576
0.05,200.0,-75.0,148.13724698004881,155.54410932905125,155.50534377144834,-0.0002492254947496017
0.05,200.0,-70.0,148.13724698004881,155.54410932905125,155.43283580571534,-0.0007153824327767788
0.05,200.0,-65.0,148.13724698004881,155.54410932905125,155.37067229671783,-0.0011150343981623685
0.05,200.0,-60.0,148.13724698004881,155.54410932905125,155.32451788189343,-0.0014117631847649532
0.05,200.0,-55.0,148.13724698004881,155.54410932905125,155.30193541410478,-0.0015569468750125754
0.05,200.0,-50.0,148.13724698004881,155.54410932905125,155.31152593173388,-0.00149528901043343
0.05,200.0,-45.0,148.13724698004881,155.54410932905125,155.35981064459548,-0.0011848644429593986
0.05,200.0,-40.0,148.13724698004881,155.54410932905125,155.44635940739434,-0.0006284385958334642
0.05,200.0,-35.0,148.13724698004881,155.54410932905125,155.56148940146318,0.00011173725888377214
0.05,200.0,-30.0,148.13724698004881,155.54410932905125,155.69033192687536,0.0009400715877627137
0.05,200.0,-25.0,148.13724698004881,155.54410932905125,155.8196060988458,0.0017711809915716165
0.05,200.0,-20.0,148.13724698004881,155.54410932905125,155.94100476420058,0.00255165841291824
0.05,200.0,-15.0,148.13724698004881,155.54410932905125,156.0506427685869,0.003256526021593646
0.05,200.0,-10.0,148.13724698004881,155.54410932905125,156.14724574201307,0.003877590836216745
0.05,200.0,-5.0,148.13724698004881,155.54410932905125,156.2307294055074,0.0044143110235283604
0.05,200.0,0.0,148.13724698004881,155.54410932905125,156.30142621939288,0.004868823985738603
0.05,200.0,5.0,148.13724698004881,155.54410932905125,156.35974586666148,0.005243763593031817
0.05,200.0,10.0,148.13724698004881,155.54410932905125,156.40605738185687,0.0055415023849098395
0.05,200.0,15.0,148.13724698004881,155.54410932905125,156.44066863569682,0.005764019675916631
0.05,200.0,20.0,148.13724698004881,155.54410932905125,156.46384269893534,0.005913006759634993
0.05,200.0,25.0,148.13724698004881,155.54410932905125,156.47582437137515,0.005990037464889611
0.05,200.0,30.0,148.13724698004881,155.54410932905125,156.47686592628776,0.00599673366776791
0.05,200.0,35.0,148.13724698004881,155.54410932905125,156.46724803273622,0.00593489980216533
0.05,200.0,40.0,148.13724698004881,155.54410932905125,156.44729474738122,0.005806619242772354
0.05,200.0,45.0,148.13724698004881,155.54410932905125,156.41738270058374,0.005614313362938776
0.05,200.0,50.0,148.13724698004881,155.54410932905125,156.37794515034267,0.005360767597617203
0.05,200.0,55.0,148.13724698004881,155.54410932905125,156.3294718737608,0.005049130745595249
0.05,200.0,60.0,148.13724698004881,155.54410932905125,156.27250609562407,0.004682895223193048
0.05,200.0,65.0,148.13724698004881,155.54410932905125,156.20763991543822,0.004265867664478981
0.05,200.0,70.0,148.13724698004881,155.54410932905125,156.13551008013863,0.0038021417438335093
0.05,200.0,75.0,148.13724698004881,155.54410932905125,156.0567966053792,0.003296089312153587
0.05,200.0,80.0,148.13724698004881,155.54410932905125,155.97222794324844,0.002752393620329923
0.05,200.0,85.0,148.13724698004881,155.54410932905125,155.88259863649216,0.0021761628190293497
0.05,210.0,-90.0,148.13724698004881,155.54410932905125,155.75037939679618,0.0013261194437684985
0.05,210.0,-85.0,148.13724698004881,155.54410932905125,155.68891868398688,0.0009309857863489229
0.05,210.0,-80.0,148.13724698004881,155.54410932905125,155.6267683630413,0.0005314186075357224
0.05,210.0,-75.0,148.13724698004881,155.54410932905125,155.56523548245661,0.000135820980276845
0.05,210.0,-70.0,148.13724698004881,155.54410932905125,155.50623302786866,-0.00024350842565477458
0.05,210.0,-65.0,148.13724698004881,155.54410932905125,155.45269549350388,-0.0005877036163033344
0.05,210.0,-60.0,148.13724698004881,155.54410932905125,155.40915257554565,-0.0008676429733516942
0.05,210.0,-55.0,148.13724698004881,155.54410932905125,155.3821962616887,-0.0010409463145918541
0.05,210.0,-50.0,148.13724698004881,155.54410932905125,155.37992082259882,-0.001055575213749081
0.05,210.0,-45.0,148.13724698004881,155.54410932905125,155.40890611721244,-0.0008692274649424697
0.05,210.0,-40.0,148.13724698004881,155.54410932905125,155.46926393657333,-0.0004811843585769088
0.05,210.0,-35.0,148.13724698004881,155.54410932905125,155.552687206736,5.514755731836525e-05
0.05,210.0,-30.0,148.13724698004881,155.54410932905125,155.64690052203193,0.0006608491534913762
0.05,210.0,-25.0,148.13724698004881,155.54410932905125,155.74167274520266,0.00127014399326093
0.05,210.0,-20.0,148.13724698004881,155.54410932905125,155.8310298293231,0.001844624663123024
0.05,210.0,-15.0,148.13724698004881,155.54410932905125,155.91232799471868,0.002367294185911349
0.05,210.0,-10.0,148.13724698004881,155.54410932905125,155.98472670053602,0.002832748687079171
0.05,210.0,-5.0,148.13724698004881,155.54410932905125,156.04815444481343,0.0032405284773329495
0.05,210.0,0.0,148.13724698004881,155.54410932905125,156.102791204464,0.0035917906362551762
0.05,210.0,5.0,148.13724698004881,155.54410932905125,156.14885458787955,0.0038879341778798255
0.05,210.0,10.0,148.13724698004881,155.54410932905125,156.18653025682207,0.004130152729935691
0.05,210.0,15.0,148.13724698004881,155.54410932905125,156.21596262099288,0.004319374708818521
0.05,210.0,20.0,148.13724698004881,155.54410932905125,156.23726735681808,0.0044563438034187644
0.05,210.0,25.0,148.13724698004881,155.54410932905125,156.25054948384,0.004541735189047003
0.05,210.0,30.0,148.13724698004881,155.54410932905125,156.2559205782449,0.004576266193969637
0.05,210.0,35.0,148.13724698004881,155.54410932905125,156.25351285658186,0.0045607868442633336
0.05,210.0,40.0,148.13724698004881,155.54410932905125,156.2434895554369,0.00449634659520343
0.05,210.0,45.0,148.13724698004881,155.54410932905125,156.22605171047456,0.004384237914022721
0.05,210.0,50.0,148.13724698004881,155.54410932905125,156.20144172162742,0.004226019200673201
0.05,210.0,55.0,148.13724698004881,155.54410932905125,156.16994424126392,0.00402352049789766
0.05,210.0,60.0,148.13724698004881,155.54410932905125,156.13188505166326,0.00377883627446524
0.05,210.0,65.0,148.13724698004881,155.54410932905125,156.0876287690855,0.0034943106645360113
0.05,210.0,70.0,148.13724698004881,155.54410932905125,156.0375764871834,0.003172522317050527
0.05,210.0,75.0,148.13724698004881,155.54410932905125,155.98216495745464,0.0028162791268212207
0.05,210.0,80.0,148.13724698004881,155.54410932905125,155.9218697996054,0.0024286388741021347
0.05,210.0,85.0,148.13724698004881,155.54410932905125,155.8572169297582,0.002012982697046887
0.05,220.0,-90.0,148.13724698004881,155.54410932905125,155.75037939679618,0.0013261194437684985
0.05,220.0,-85.0,148.13724698004881,155.54410932905125,155.71367376783664,0.001090137321926363
0.05,220.0,-80.0,148.13724698004881,155.54410932905125,155.67527177824041,0.0008432492220690642
0.05,220.0,-75.0,148.13724698004881,155.54410932905125,155.63574659712543,0.0005891400739602631
0.05,220.0,-70.0,148.13724698004881,155.54410932905125,155.59598287925948,0.0003334973624651056
0.05,220.0,-65.0,148.13724698004881,155.54410932905125,155.55745178473848,8.57792413017092e-05
0.05,220.0,-60.0,148.13724698004881,155.54410932905125,155.5226651824438,-0.00013786537272266624
0.05,220.0,-55.0,148.13724698004881,155.54410932905125,155.49572230709535,-0.00031108231719351854
0.05,220.0,-50.0,148.13724698004881,155.54410932905125,155.48235626181668,-0.0003970132170286577
0.05,220.0,-45.0,148.13724698004881,155.54410932905125,155.48820349240395,-0.00035942111140333167
0.05,220.0,-40.0,148.13724698004881,155.54410932905125,155.51508597213436,-0.00018659245304810393
0.05,220.0,-35.0,148.13724698004881,155.54410932905125,155.55885976708282,9.483122244354938e-05
0.05,220.0,-30.0,148.13724698004881,155.54410932905125,155.61203991790111,0.0004367287783695305
0.05,220.0,-25.0,148.13724698004881,155.54410932905125,155.6679866728559,0.000796412955392457
0.05,220.0,-20.0,148.13724698004881,155.54410932905125,155.7225994710464,0.0011475210650217875
0.05,220.0,-15.0,148.13724698004881,155.54410932905125,155.77385417959613,0.0014770398669284514
0.05,220.0,-10.0,148.13724698004881,155.54410932905125,155.82089278983088,0.0017794531851675576
0.05,220.0,-5.0,148.13724698004881,155.54410932905125,155.86339245187477,0.002052685403521658
0.05,220.0,0.0,148.13724698004881,155.54410932905125,155.90124083010582,0.0022960143112785436
0.05,220.0,5.0,148.13724698004881,155.54410932905125,155.93439358749058,0.0025091548636770886
0.05,220.0,10.0,148.13724698004881,155.54410932905125,155.96282032064371,0.0026919115960007886
0.05,220.0,15.0,148.13724698004881,155.54410932905125,155.98648924291993,0.0028440801504919268
0.05,220.0,20.0,148.13724698004881,155.54410932905125,156.00536744303304,0.002965448939027454
0.05,220.0,25.0,148.13724698004881,155.54410932905125,156.0194265604559,0.0030558356305164626
0.05,220.0,30.0,148.13724698004881,155.54410932905125,156.02864959816276,0.0031151309503238455
0.05,220.0,35.0,148.13724698004881,155.54410932905125,156.03303714843977,0.0031433387062843533
0.05,220.0,40.0,148.13724698004881,155.54410932905125,156.03261239539228,0.003140607950042112
0.05,220.0,45.0,148.13724698004881,155.54410932905125,156.02742471861228,0.0031072561451913707
0.05,220.0,50.0,148.13724698004881,155.54410932905125,156.0175519251082,0.0030437835164517685
0.05,220.0,55.0,148.13724698004881,155.54410932905125,156.00310124186785,0.002950879430899099
0.05,220.0,60.0,148.13724698004881,155.54410932905125,155.98420928193246,0.0028294221798537637
0.05,220.0,65.0,148.13724698004881,155.54410932905125,155.96104129239603,0.0026804741442363247
0.05,220.0,70.0,148.13724698004881,155.54410932905125,155.93379013960563,0.0025052752703737476
0.05,220.0,75.0,148.13724698004881,155.54410932905125,155.90267574069486,0.002305239415303626
0.05,220.0,80.0,148.13724698004881,155.54410932905125,155.8679461163368,0.0020819611149689304
0.05,220.0,85.0,148.13724698004881,155.54410932905125,155.82988212378893,0.00183724601317531
0.05,230.0,-90.0,148.13724698004881,155.54410932905125,155.75037939679618,0.001326119443768663
0.05,230.0,-85.0,148.13724698004881,155.54410932905125,155.74010816884248,0.001260085262223571
0.05,230.0,-80.0,148.13724698004881,155.54410932905125,155.72846810465256,0.001185250771607805
0.05,230.0,-75.0,148.13724698004881,155.54410932905125,155.71553455904254,0.0011021004313872028
0.05,230.0,-70.0,148.13724698004881,155.54410932905125,155.7013842227233,0.0010111272895545838
0.05,230.0,-65.0,148.13724698004881,155.54410932905125,155.68610529667964,0.0009128983941655311
0.05,230.0,-60.0,148.13724698004881,155.54410932905125,155.66984727654838,0.0008083748593213601
0.05,230.0,-55.0,148.13724698004881,155.54410932905125,155.65297659011011,0.0006999124655280367
0.05,230.0,-50.0,148.13724698004881,155.54410932905125,155.63641923469177,0.000593464490803793
0.05,230.0,-45.0,148.13724698004881,155.54410932905125,155.6220571286356,0.000501129871909577
0.05,230.0,-40.0,148.13724698004881,155.54410932905125,155.6124931294569,0.00043964249562780704
0.05,230.0,-35.0,148.13724698004881,155.54410932905125,155.60972001582653,0.0004218140247053129
0.05,230.0,-30.0,148.13724698004881,155.54410932905125,155.61395435573618,0.0004490367843966725
0.05,230.0,-25.0,148.13724698004881,155.54410932905125,155.62394571306675,0.0005132716652522125
0.05,230.0,-20.0,148.13724698004881,155.54410932905125,155.63799688914546,0.0006036073014864059
0.05,230.0,-15.0,148.13724698004881,155.54410932905125,155.6546105860489,0.0007104174981251974
0.05,230.0,-10.0,148.13724698004881,155.54410932905125,155.67265321481744,0.0008264143613067121
0.05,230.0,-5.0,148.13724698004881,155.54410932905125,155.69130483635183,0.0009463264660779087
0.05,230.0,0.0,148.13724698004881,155.54410932905125,155.7099688962825,0.0010663185378520185
0.05,230.0,5.0,148.13724698004881,155.54410932905125,155.72819844491454,0.0011835171171532604
0.05,230.0,10.0,148.13724698004881,155.54410932905125,155.74564616394363,0.0012956892791486992
0.05,230.0,15.0,148.13724698004881,155.54410932905125,155.7620328041519,0.0014010397181908854
